257.0,4704.0,2226.0,706.0,254.0,1298.0,224.0,1126.0,4909.0,2182.0,1332.0,3562.0,7372.0,2788.0,1326.0,1994.0,927.0,782.0,7212.0,8915.0
7697.0,6801.0,8305.0,257.0,2226.0,1298.0,5714.0,706.0,7372.0,254.0,6315.0,8915.0,4909.0,8063.0,7258.0,3562.0,224.0,7722.0,7212.0,8321.0
4595.0,4045.0,4050.0,5052.0,5504.0,4122.0,3734.0,7114.0,5080.0,2141.0,3335.0,2280.0,4704.0,257.0,1190.0,656.0,2765.0,1701.0,974.0,1054.0
257.0,2226.0,2880.0,94.0,706.0,4704.0,3042.0,1298.0,224.0,254.0,4909.0,3166.0,3103.0,3486.0,3173.0,3562.0,1651.0,2158.0,799.0,1299.0
257.0,251.0,211.0,198.0,413.0,467.0,464.0,52.0,450.0,2226.0,225.0,513.0,228.0,706.0,511.0,33.0,322.0,508.0,254.0,35.0
257.0,2226.0,4704.0,706.0,254.0,224.0,1298.0,4909.0,3562.0,7372.0,269.0,187.0,317.0,209.0,445.0,169.0,160.0,294.0,612.0,747.0
6315.0,257.0,2226.0,7768.0,7372.0,706.0,2078.0,4909.0,809.0,3562.0,35.0,254.0,1298.0,224.0,7258.0,3234.0,2394.0,1402.0,3141.0,6593.0
257.0,157.0,2226.0,322.0,156.0,217.0,216.0,202.0,32.0,706.0,244.0,508.0,10.0,315.0,337.0,1.0,197.0,35.0,20.0,383.0
257.0,4112.0,3875.0,4192.0,4110.0,4147.0,4145.0,4089.0,1464.0,3879.0,4167.0,158.0,532.0,2161.0,4158.0,834.0,2226.0,1711.0,4088.0,3078.0
257.0,8485.0,8970.0,8494.0,7183.0,2226.0,8388.0,6437.0,8787.0,7331.0,706.0,224.0,8546.0,8447.0,5332.0,7867.0,254.0,8036.0,4909.0,7921.0
257.0,446.0,1206.0,1353.0,1502.0,1276.0,1155.0,2226.0,430.0,1084.0,706.0,1189.0,838.0,1272.0,1399.0,1217.0,4704.0,1105.0,142.0,1199.0
257.0,1537.0,2731.0,6905.0,1870.0,189.0,220.0,3986.0,1045.0,2039.0,2226.0,6058.0,5227.0,644.0,1947.0,140.0,650.0,225.0,3002.0,2959.0
257.0,2948.0,2627.0,879.0,2861.0,1193.0,2840.0,1219.0,2903.0,3090.0,2701.0,2888.0,2477.0,4704.0,2226.0,1231.0,2808.0,2996.0,1603.0,2674.0
257.0,3.0,389.0,340.0,415.0,309.0,428.0,2226.0,244.0,473.0,333.0,444.0,93.0,229.0,163.0,84.0,396.0,706.0,485.0,484.0
257.0,2226.0,224.0,706.0,4909.0,7372.0,254.0,3562.0,9297.0,1298.0,9347.0,2378.0,9437.0,7212.0,4704.0,9221.0,8252.0,8376.0,9090.0,7119.0
257.0,2226.0,4909.0,254.0,706.0,3562.0,561.0,224.0,7372.0,959.0,2799.0,1298.0,2279.0,867.0,2562.0,278.0,5664.0,4058.0,474.0,7039.0
257.0,2226.0,1298.0,706.0,224.0,254.0,7372.0,4909.0,3562.0,4954.0,2292.0,4769.0,838.0,7323.0,7018.0,4058.0,2623.0,7483.0,5791.0,3141.0
7642.0,6464.0,257.0,375.0,9100.0,4165.0,922.0,2226.0,6170.0,706.0,1498.0,254.0,1298.0,7372.0,461.0,3141.0,4909.0,3839.0,6030.0,3562.0
257.0,4704.0,2226.0,706.0,254.0,224.0,1298.0,4909.0,3562.0,7372.0,7212.0,7016.0,8915.0,1402.0,1509.0,2306.0,474.0,2394.0,235.0,2738.0
257.0,4704.0,2226.0,706.0,2548.0,224.0,3499.0,4350.0,254.0,1298.0,1138.0,4223.0,4909.0,3562.0,3094.0,3289.0,6455.0,4344.0,7372.0,1167.0
1178.0,8632.0,8635.0,257.0,4705.0,2226.0,706.0,254.0,1298.0,4645.0,3529.0,315.0,42.0,715.0,300.0,8915.0,4909.0,3562.0,224.0,7372.0
257.0,7023.0,2226.0,3018.0,3580.0,6921.0,4909.0,706.0,254.0,3562.0,3001.0,1298.0,95.0,224.0,7212.0,7372.0,1429.0,6648.0,474.0,1616.0
257.0,2452.0,4270.0,2226.0,706.0,5056.0,254.0,3809.0,4972.0,5085.0,5060.0,4571.0,1362.0,1945.0,1298.0,4909.0,4368.0,4680.0,932.0,4636.0
257.0,8850.0,2226.0,706.0,254.0,4909.0,224.0,7372.0,3562.0,1298.0,4015.0,7883.0,4704.0,5695.0,4064.0,2015.0,7018.0,3548.0,8890.0,8915.0
9649.0,257.0,9708.0,9618.0,8693.0,9709.0,8694.0,9604.0,2226.0,7372.0,224.0,4909.0,7039.0,7768.0,706.0,7258.0,8569.0,3562.0,4800.0,254.0
257.0,192.0,138.0,395.0,156.0,260.0,249.0,9.0,302.0,307.0,32.0,126.0,509.0,337.0,398.0,2226.0,378.0,43.0,314.0,176.0
257.0,4704.0,635.0,1504.0,2160.0,2226.0,2505.0,2170.0,706.0,204.0,1609.0,224.0,1195.0,823.0,254.0,2582.0,1298.0,4909.0,1934.0,2631.0
257.0,2226.0,706.0,4704.0,254.0,1298.0,224.0,4909.0,3562.0,7372.0,7212.0,2452.0,8915.0,1402.0,6728.0,6813.0,7030.0,7016.0,6345.0,5083.0
257.0,5525.0,2226.0,706.0,8056.0,5562.0,4922.0,6923.0,1417.0,254.0,224.0,4909.0,1298.0,5664.0,3562.0,7372.0,7483.0,4704.0,3207.0,1712.0
257.0,8546.0,7988.0,7927.0,224.0,7845.0,8022.0,2226.0,8572.0,7372.0,8376.0,8357.0,8438.0,7018.0,8691.0,7039.0,7768.0,4909.0,8475.0,706.0
257.0,1041.0,1049.0,1048.0,524.0,518.0,808.0,837.0,2226.0,619.0,706.0,3673.0,618.0,1071.0,224.0,658.0,254.0,931.0,981.0,4909.0
257.0,1118.0,70.0,2226.0,532.0,224.0,706.0,66.0,1119.0,88.0,4704.0,254.0,471.0,164.0,1096.0,1298.0,4909.0,606.0,1085.0,568.0
257.0,342.0,2226.0,1354.0,706.0,254.0,1165.0,1378.0,393.0,582.0,1690.0,2215.0,1298.0,224.0,4909.0,4704.0,3562.0,525.0,1718.0,1738.0
257.0,5537.0,4368.0,5625.0,5685.0,4448.0,2226.0,5765.0,4534.0,1837.0,5702.0,2452.0,6191.0,706.0,4480.0,4604.0,254.0,3721.0,224.0,1298.0
257.0,53.0,189.0,225.0,203.0,300.0,216.0,202.0,156.0,297.0,20.0,55.0,508.0,260.0,10.0,201.0,35.0,2226.0,123.0,46.0
257.0,4704.0,3798.0,480.0,2504.0,477.0,2313.0,1688.0,2818.0,3693.0,1381.0,3136.0,1778.0,2100.0,1761.0,2226.0,2483.0,758.0,4500.0,3731.0
257.0,811.0,558.0,197.0,551.0,302.0,138.0,253.0,815.0,275.0,307.0,508.0,123.0,287.0,314.0,2226.0,510.0,126.0,398.0,706.0
257.0,2226.0,124.0,203.0,706.0,210.0,406.0,333.0,171.0,93.0,189.0,434.0,254.0,140.0,313.0,503.0,224.0,191.0,4909.0,1298.0
257.0,1746.0,2226.0,706.0,224.0,2276.0,2418.0,254.0,4704.0,1402.0,1298.0,947.0,2494.0,4909.0,1579.0,2191.0,3562.0,1768.0,7372.0,1364.0
257.0,564.0,105.0,194.0,2226.0,119.0,74.0,706.0,271.0,109.0,173.0,168.0,243.0,254.0,288.0,428.0,4704.0,273.0,224.0,449.0
257.0,2226.0,706.0,254.0,4909.0,1298.0,3562.0,224.0,7372.0,4551.0,7695.0,7166.0,8629.0,8466.0,8575.0,8255.0,8915.0,7602.0,7212.0,8757.0
257.0,4704.0,2226.0,706.0,254.0,224.0,1298.0,4909.0,3562.0,7372.0,7212.0,8915.0,2394.0,1402.0,353.0,3333.0,3312.0,828.0,2738.0,2358.0
257.0,421.0,204.0,90.0,2226.0,842.0,233.0,185.0,283.0,642.0,706.0,4704.0,7.0,301.0,637.0,223.0,51.0,146.0,254.0,224.0
674.0,257.0,595.0,675.0,59.0,555.0,83.0,553.0,1100.0,646.0,654.0,1129.0,224.0,648.0,17.0,2226.0,99.0,1081.0,2.0,850.0
257.0,2226.0,706.0,4704.0,254.0,224.0,1298.0,4909.0,3562.0,7372.0,3794.0,1402.0,7212.0,8915.0,2394.0,2085.0,7016.0,2738.0,474.0,3087.0
257.0,145.0,229.0,133.0,202.0,322.0,253.0,274.0,2226.0,376.0,297.0,378.0,192.0,379.0,156.0,395.0,508.0,244.0,337.0,217.0
257.0,348.0,7975.0,7072.0,7493.0,2226.0,8473.0,8843.0,7036.0,706.0,9119.0,4909.0,6268.0,6444.0,254.0,7186.0,224.0,1298.0,3562.0,8967.0
257.0,4105.0,5169.0,1275.0,1009.0,4118.0,1545.0,144.0,2226.0,549.0,44.0,140.0,1972.0,1224.0,5260.0,1187.0,1044.0,1135.0,1645.0,4334.0
8376.0,257.0,224.0,2226.0,4909.0,706.0,7372.0,3562.0,254.0,3087.0,1298.0,1402.0,2636.0,2738.0,7212.0,474.0,902.0,4015.0,7166.0,7030.0
257.0,2226.0,706.0,4704.0,4909.0,254.0,1298.0,224.0,3562.0,9517.0,9395.0,6916.0,9572.0,8436.0,6248.0,9597.0,3178.0,7494.0,9724.0,3421.0
257.0,4704.0,2226.0,706.0,224.0,254.0,1298.0,4909.0,3562.0,7372.0,3321.0,7212.0,8915.0,1474.0,2000.0,7016.0,4720.0,1402.0,4689.0,898.0
257.0,2226.0,254.0,4909.0,706.0,224.0,2452.0,7610.0,7372.0,4704.0,1298.0,3562.0,7850.0,7986.0,7212.0,8404.0,6543.0,6038.0,9461.0,6396.0
257.0,838.0,419.0,338.0,213.0,668.0,171.0,801.0,2015.0,1108.0,996.0,2342.0,955.0,357.0,1459.0,601.0,1971.0,698.0,854.0,3003.0
542.0,407.0,257.0,173.0,164.0,2226.0,4704.0,355.0,249.0,287.0,16.0,364.0,314.0,20.0,297.0,706.0,134.0,395.0,31.0,508.0
257.0,5714.0,2462.0,6534.0,992.0,2174.0,1917.0,6170.0,974.0,1872.0,6315.0,5885.0,2996.0,1807.0,1693.0,2226.0,254.0,1946.0,2079.0,706.0
257.0,430.0,61.0,274.0,2226.0,18.0,192.0,322.0,621.0,166.0,197.0,706.0,35.0,133.0,364.0,302.0,253.0,145.0,176.0,314.0
257.0,4704.0,2226.0,706.0,254.0,224.0,1298.0,4909.0,3562.0,7372.0,7212.0,2577.0,8915.0,2705.0,1564.0,2716.0,1402.0,474.0,679.0,898.0
257.0,2226.0,254.0,706.0,186.0,213.0,200.0,224.0,242.0,1298.0,189.0,4909.0,3562.0,274.0,212.0,300.0,320.0,7372.0,415.0,476.0
